game,effect,file,author,license,url,sound_id
ludo,dice_roll,dice_roll.mp3,andresix,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/347806/,347806
ludo,pawn_move,pawn_move.mp3,el_boss,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/546119/,546119
ludo,capture,capture.mp3,RegoneFF,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/456988/,456988
ludo,win,win.mp3,Licorne_En_Fer,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/647709/,647709
ludo,bg_music,bg_music.mp3,vox_artist,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/513617/,513617
ludo_v2,dice_roll,dice_roll.mp3,andresix,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/347806/,347806
ludo_v2,pawn_move,pawn_move.mp3,el_boss,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/546119/,546119
ludo_v2,win,win.mp3,FunWithSound,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/456965/,456965
ludo_v2,bg_music,bg_music.mp3,portwain,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/261141/,261141
cora_dice,dice_roll,dice_roll.mp3,bbrocer,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/398694/,398694
cora_dice,land,land.mp3,Nox_Sound,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/556648/,556648
cora_dice,win,win.mp3,1bob,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/717771/,717771
cora_dice,lose,lose.mp3,KevinVG207,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/331912/,331912
cora_dice,bg_music,bg_music.mp3,neko_4444,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/759296/,759296
checkers,piece_move,piece_move.mp3,el_boss,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/546119/,546119
checkers,capture,capture.mp3,el_boss,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/546120/,546120
checkers,jump,jump.mp3,Jerimee,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/535890/,535890
checkers,win,win.mp3,Jofae,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/387132/,387132
coinflip,coin_flip,coin_flip.mp3,SpaceJoe,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/485725/,485725
coinflip,result,result.mp3,iwanPlays,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/438935/,438935
coinflip,win,win.mp3,mickleness,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/269198/,269198
aviator,plane_takeoff,plane_takeoff.mp3,TheLittleCrow,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/774270/,774270
aviator,climb,climb.mp3,qubodup,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/146770/,146770
aviator,crash,crash.mp3,SamsterBirdies,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/587445/,587445
aviator,win,win.mp3,FunWithSound,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/456965/,456965
blackjack,card_flip,card_flip.mp3,memes_hodachy,http://creativecommons.org/publicdomain/zero/1.0/,https://freesound.org/s/554208/,554208
